Year,State,District,Production_Tonnes,National_Total_Tonnes,District_National_Share_Pct,State_Total_Tonnes,District_State_Share_Pct,State_National_Share_Pct,Avg_Latitude,Avg_Longitude,Avg_Temperature_C,Temperature_Level,Total_Rainfall_mm,Rainfall_Level,Avg_Humidity_pct,Humidity_Level,Production_Stress,Temperature_Stress,Rainfall_Stress,Humidity_Stress,Weather_Stress,Equipment_Breakdown_Risk_Percent,Equipment_Breakdown_Risk_Level,Year_Start,Expected_Production_Tonnes,Production_Shortfall_Percent,Production_Shortfall_Risk_Level
2019-20,Madhya Pradesh,Chhindwara,42850.0,2874300,1.49,965580.0,4.44,33.59,22.06,78.94,23.91,Low,1619.8,High,64.9,Medium,0.08741056634959499,0.6677321426520636,0.6462272089761572,0.5627420604182807,0.6255671373488338,7.54311550866146,Low,2019,42778.916666666664,0.0,Low
2020-21,Madhya Pradesh,Chhindwara,63153.0,4748071,1.33,940991.0,6.71,19.82,22.06,78.94,23.96,Low,1509.9,High,62.1,Medium,0.0,0.6473194451121361,0.5845722300140253,0.4542989930286601,0.5620635560516071,3.2187100968204954,Low,2020,45920.170000000006,0.0,Low
2021-22,Madhya Pradesh,Chhindwara,43451.04,2692408,1.61,845351.0,5.14,31.4,22.06,78.94,23.37,Low,1023.2,Low,63.36,Medium,0.07461003535306664,0.8881892760832767,0.3115287517531557,0.5030983733539892,0.5676054670634739,5.079501254997749,Low,2021,52727.40666666667,17.593064504974077,Medium
2022-23,Madhya Pradesh,Chhindwara,43991.92,2826964,1.56,855874.0,5.14,30.28,22.06,78.94,24.16,Low,1653.1,High,58.99,Low,0.06309075010515931,0.5656686549524278,0.6649088359046282,0.3338497288923317,0.5214757399164626,4.793910135913472,Low,2022,49818.013333333336,11.694752446973004,Medium
2023-24,Madhya Pradesh,Chhindwara,53117.99,3380889,1.57,1033424.0,5.14,30.57,22.06,78.94,23.93,Low,1172.2,Medium,62.52,Medium,0.0,0.659567063636093,0.3951192145862553,0.47056545313710324,0.5084172437864839,2.503227627631379,Low,2023,50198.65333333333,0.0,Low
2024-25,Madhya Pradesh,Chhindwara,59702.75,3800000,1.57,1161532.12,5.14,30.57,22.06,78.94,24.41,Low,1438.7,Medium,61.24,Medium,0.0,0.463605167252792,0.5446283309957924,0.4209914794732767,0.47640832590728704,2.940102348290036,Low,2024,46853.65,0.0,Low
2025-26,Madhya Pradesh,Chhindwara,60538.59,3853200,1.57,1177793.57,5.14,30.57,22.06,78.94,24.08,Low,927.5,Low,59.76,Low,0.0,0.598328971016312,0.25784011220196357,0.3636715724244772,0.4066135518809176,2.5020284997097186,Low,2025,52270.88666666666,0.0,Low
2012-13,Madhya Pradesh,Jabalpur,128436.98,2342833,5.48,714730.0,17.97,30.51,23.18,79.95,25.05,Medium,1184.1,Medium,56.05,Low,0.2538416671023814,0.20232263874172407,0.40179523141654977,0.21998450813323003,0.27470079276383463,17.38172379513845,Medium,2012,,,Unknown
2013-14,Madhya Pradesh,Jabalpur,143130.33,2626291,5.45,796496.0,17.97,30.33,23.18,79.95,24.33,Low,1580.2,High,63.88,Medium,0.1684802272687663,0.4962654833166762,0.6240112201963536,0.5232378001549188,0.5478381678893162,11.373558858650766,Medium,2013,,,Unknown
2014-15,Madhya Pradesh,Jabalpur,157775.52,2369481,6.66,877994.0,17.97,37.05,23.18,79.95,25.14,Medium,878.3,Low,59.39,Low,0.08339857434163521,0.16557978316985522,0.2302384291725105,0.3493415956622774,0.24838660266821436,10.29968504448289,Medium,2014,135783.655,0.0,Low
2015-16,Madhya Pradesh,Jabalpur,137789.65,2166947,6.36,766776.0,17.97,35.39,23.18,79.95,25.56,Medium,1029.3,Low,59.71,Low,0.1995070614822432,0.005886876165532184,0.3149509116409537,0.36173508907823404,0.22752429229490664,12.946188504794344,Medium,2015,143114.27666666664,3.720541926832678,Medium
2016-17,Madhya Pradesh,Jabalpur,116861.79,2395134,4.88,650316.0,17.97,27.15,23.18,79.95,25.19,Medium,1542.4,High,59.78,Low,0.3210880666469143,0.14516708562992778,0.6028050490883591,0.36444616576297456,0.3708061001604204,19.06068567177715,Medium,2016,146231.83333333334,20.084575747870687,Medium
2017-18,Madhya Pradesh,Jabalpur,149393.24,2589271,5.77,831348.0,17.97,32.11,23.18,79.95,25.66,Medium,1060.1,Low,57.66,Low,0.13209567132009928,0.04671227124538709,0.3322300140252454,0.28233927188226177,0.22042718571763142,11.359097928369984,Medium,2017,137475.65333333332,0.0,Low
2018-19,Madhya Pradesh,Jabalpur,182424.25,2917830,6.25,1015160.0,17.97,34.79,23.18,79.95,25.05,Medium,1407.1,Medium,59.03,Low,0.0,0.20232263874172407,0.5269004207573632,0.3353989155693262,0.35487399168947115,7.3318552894252935,Low,2018,134681.55999999997,0.0,Low
2019-20,Madhya Pradesh,Jabalpur,195610.0,2874300,6.81,965580.0,20.26,33.59,23.18,79.95,25.36,Medium,1690.0,High,62.98,Medium,0.0,0.07576391399417617,0.685610098176718,0.48838109992254064,0.41658503736447833,7.815902554770346,Low,2019,149559.75999999998,0.0,Low
2020-21,Madhya Pradesh,Jabalpur,286619.0,4748071,6.04,940991.0,30.46,19.82,23.18,79.95,25.54,Medium,1275.1,Medium,60.91,Medium,0.0,0.0022782028504385065,0.45284712482468437,0.4082106893880712,0.287778672354398,9.428787138278024,Low,2020,175809.16333333333,0.0,Low
2021-22,Madhya Pradesh,Jabalpur,151909.57,2692408,5.64,845351.0,17.97,31.4,23.18,79.95,24.8,Low,1200.9,Medium,62.08,Medium,0.11747697974217307,0.30438612644135987,0.41122019635343626,0.45352439969016267,0.3897102408283197,10.807097345249412,Medium,2021,221551.08333333334,31.433614444825174,High
2022-23,Madhya Pradesh,Jabalpur,153800.56,2826964,5.44,855874.0,17.97,30.28,23.18,79.95,25.39,Medium,1597.9,High,59.61,Low,0.10649121889723526,0.06351629547021942,0.6339410939691444,0.35786212238574755,0.3517731706083705,11.224362046482767,Medium,2022,211379.52333333335,27.239612629145082,High
2023-24,Madhya Pradesh,Jabalpur,185706.29,3380889,5.49,1033424.0,17.97,30.57,23.18,79.95,25.12,Medium,1619.8,High,62.89,Medium,0.0,0.17374486218582594,0.6462272089761572,0.48489542989930295,0.43495583368709534,7.593296770148895,Low,2023,197443.04333333333,5.944374202903035,Medium
2024-25,Madhya Pradesh,Jabalpur,208727.32,3800000,5.49,1161532.12,17.97,30.57,23.18,79.95,26.08,Medium,1584.3,High,58.9,Low,0.0,0.2181789305807745,0.6263113604488079,0.33036405886909376,0.39161811663289203,7.788722679637769,Low,2024,163805.47333333336,0.0,Low
2025-26,Madhya Pradesh,Jabalpur,211649.5,3853200,5.49,1177793.57,17.97,30.57,23.18,79.95,25.54,Medium,1404.9,Medium,60.64,Medium,0.0,0.0022782028504385065,0.5256661991584853,0.397753679318358,0.308566027109094,7.540036303646102,Low,2025,182744.72333333336,0.0,Low
2012-13,Madhya Pradesh,Jhabua,47958.38,2342833,2.05,714730.0,6.71,30.51,22.77,74.59,25.72,Medium,1348.9,Medium,54.82,Low,0.14331508325100056,0.07120750829329917,0.494249649368864,0.1723470178156469,0.24593472515927003,8.684296432324928,Low,2012,,,Unknown
2013-14,Madhya Pradesh,Jhabua,53444.88,2626291,2.03,796496.0,6.71,30.33,22.77,74.59,24.93,Low,1270.4,Medium,62.56,Medium,0.04530923326725661,0.25131311283754965,0.450210378681627,0.4721146398140978,0.3912127104444248,4.292908233914391,Low,2013,,,Unknown
2014-15,Madhya Pradesh,Jhabua,58913.4,2369481,2.49,877994.0,6.71,37.05,22.77,74.59,26.03,Medium,663.4,Low,57.05,Low,0.0,0.1977662330408485,0.10967741935483871,0.25871417505809446,0.18871927581792725,2.3050864104382836,Low,2014,50701.63,0.0,Low
2015-16,Madhya Pradesh,Jhabua,51450.67,2166947,2.37,766776.0,6.71,35.39,22.77,74.59,26.3,High,605.5,Low,55.13,Low,0.08093198841098793,0.307994799756455,0.07719495091164097,0.18435321456235496,0.18984765507681697,6.177366987986563,Low,2015,53438.886666666665,3.720542830670251,Medium
2016-17,Madhya Pradesh,Jhabua,43636.2,2395134,1.82,650316.0,6.71,27.15,22.77,74.59,25.49,Medium,949.8,Low,59.1,Low,0.22052257886436763,0.022690900390365962,0.27035063113604485,0.33810999225406674,0.2103838412601592,15.410396261567818,Medium,2016,54602.98333333333,20.084586342809718,Medium
2017-18,Madhya Pradesh,Jhabua,55783.45,2589271,2.15,831348.0,6.71,32.11,22.77,74.59,25.82,Medium,726.3,Low,56.63,Low,0.003535144030678821,0.11203290337315408,0.1449649368863955,0.24244771494965162,0.1664818517364004,2.2413414603603576,Low,2017,51333.42333333333,0.0,Low
2018-19,Madhya Pradesh,Jhabua,68117.24,2917830,2.33,1015160.0,6.71,34.79,22.77,74.59,25.19,Medium,1302.0,Medium,56.8,Low,0.0,0.14516708562992778,0.4679382889200561,0.24903175832687838,0.28737904429228744,2.926269018064328,Low,2018,50290.10666666667,0.0,Low
2019-20,Madhya Pradesh,Jhabua,41200.0,2874300,1.43,965580.0,4.27,33.59,22.77,74.59,25.43,Medium,2210.9,High,62.9,Medium,0.26404064169684677,0.047186137438278035,0.9778401122019635,0.48528272656855154,0.503436325402931,16.504851967412392,Medium,2019,55845.63,26.225203297017146,High
2020-21,Madhya Pradesh,Jhabua,22771.0,4748071,0.48,940991.0,2.42,19.82,22.77,74.59,26.19,Medium,1069.3,Low,58.51,Low,0.5932395498077402,0.2630868651686155,0.33739130434782605,0.3152594887683966,0.3052458860949461,20.912352620312788,Medium,2020,55033.56333333333,58.62343155561614,High
2021-22,Madhya Pradesh,Jhabua,56723.05,2692408,2.11,845351.0,6.71,31.4,22.77,74.59,25.24,Medium,1185.1,Medium,61.32,Medium,0.0,0.12475438809000178,0.40235624123422153,0.4240898528272658,0.31706682738382974,2.6534520955581673,Low,2021,44029.41333333333,0.0,Low
2022-23,Madhya Pradesh,Jhabua,57429.15,2826964,2.03,855874.0,6.71,30.28,22.77,74.59,25.57,Medium,962.3,Low,58.64,Low,0.0,0.009969415673518256,0.2773632538569425,0.32029434546862906,0.20254233833302995,2.4445579039379797,Low,2022,40231.35,0.0,Low
2023-24,Madhya Pradesh,Jhabua,69342.75,3380889,2.05,1033424.0,6.71,30.57,22.77,74.59,25.71,Medium,1040.7,Low,59.39,Low,0.0,0.06712496878531454,0.3213464235624124,0.3493415956622774,0.24593766267000147,2.7132539225082053,Low,2023,45641.06666666667,0.0,Low
2024-25,Madhya Pradesh,Jhabua,77938.81,3800000,2.05,1161532.12,6.71,30.57,22.77,74.59,26.6,High,1198.0,Medium,55.6,Low,0.0,0.43047098499601827,0.409593267882188,0.20255615801704122,0.3475401369650825,3.018655847631197,Low,2024,61164.98333333334,0.0,Low
2025-26,Madhya Pradesh,Jhabua,79029.95,3853200,2.05,1177793.57,6.71,30.57,22.77,74.59,25.82,Medium,1113.7,Medium,60.24,Low,0.0,0.11203290337315408,0.36230014025245444,0.38226181254841224,0.2855316187246736,2.896667510211047,Low,2025,68236.90333333334,0.0,Low
2012-13,Maharashtra,Bhandara,419270.63,2342833,17.9,683185.0,61.37,29.16,21.32335,79.75,26.83,High,1693.5,High,57.55,Low,0.12826318515545063,0.5243693936796819,0.6875736325385694,0.2780790085205267,0.4966740115795927,19.33566447450117,Medium,2012,,,Unknown
2013-14,Maharashtra,Bhandara,408841.42,2626291,15.57,666191.0,61.37,25.37,21.32335,79.75,26.36,High,1855.9,High,62.09,Medium,0.14994733294978801,0.3324900368043671,0.7786816269284712,0.45391169635941153,0.5216944533640833,20.07165605177904,Medium,2013,,,Unknown
2014-15,Maharashtra,Bhandara,411325.06,2369481,17.36,670238.0,61.37,28.29,21.32335,79.75,27.23,High,1065.9,Low,56.19,Low,0.1447834119214524,0.6876709739991002,0.335483870967742,0.22540666150271108,0.4161871688231844,20.1058533044053,Medium,2014,414056.025,0.6595641254103296,Medium
2015-16,Maharashtra,Bhandara,380906.41,2166947,17.58,620672.0,61.37,28.64,21.32335,79.75,27.3,High,1291.5,Medium,59.9,Low,0.2080290942218586,0.7162487505549983,0.4620476858345021,0.3690937257939582,0.5157967207278195,23.468722720722685,Medium,2015,413145.7033333333,7.803371322325504,Medium
2016-17,Maharashtra,Bhandara,370858.91,2395134,15.48,604300.0,61.37,25.23,21.32335,79.75,26.88,High,1527.1,High,57.82,Low,0.22891960030655767,0.5447820912196094,0.5942215988779803,0.28853601859024025,0.47584656956261,22.94561983812755,Medium,2016,400357.62999999995,7.368092372811772,Medium
2017-18,Maharashtra,Bhandara,448895.77,2589271,17.34,731458.0,61.37,28.25,21.32335,79.75,27.15,High,999.0,Low,55.93,Low,0.06666734863591225,0.655010657935216,0.2979523141654979,0.2153369481022464,0.3894333067343201,17.128211327926927,Medium,2017,387696.7933333333,0.0,Low
2018-19,Maharashtra,Bhandara,468879.07,2917830,16.07,764020.0,61.37,26.18,21.32335,79.75,26.58,High,1519.8,High,58.17,Low,0.025118580261454273,0.42230590598004614,0.5901262272089762,0.30209140201394286,0.4381745117343218,16.692465022486893,Medium,2018,400220.3633333333,0.0,Low
2019-20,Maharashtra,Bhandara,428450.0,2874300,14.91,691250.0,61.98,24.05,21.32335,79.75,26.87,High,1616.4,High,62.98,Medium,0.10917767285500735,0.5406995517116248,0.6443197755960729,0.48838109992254064,0.5578001424100795,18.542632007198055,Medium,2019,429544.5833333333,0.25482414999606695,Medium
2020-21,Maharashtra,Bhandara,416831.0,4748071,8.78,648595.0,64.27,13.66,21.32335,79.75,26.59,High,1532.1,High,61.21,Medium,0.13333560171274494,0.42638844548803223,0.5970266479663393,0.41982958946553073,0.4810815609733008,19.130277731792173,Medium,2020,448741.61333333334,7.11113308531731,Medium
2021-22,Maharashtra,Bhandara,449239.45,2692408,16.69,732018.0,61.37,27.19,21.32335,79.75,26.19,Medium,1383.6,Medium,62.21,Medium,0.06595277793362918,0.2630868651686155,0.5137166900420757,0.4585592563903952,0.41178760386702873,17.27753612166031,Medium,2021,438053.3566666667,0.0,Low
2022-23,Maharashtra,Bhandara,460952.52,2826964,16.31,751104.0,61.37,26.57,21.32335,79.75,26.78,High,1819.7,High,58.74,Low,0.04159926112790574,0.5039566961397559,0.7583730715287519,0.3241673121611156,0.5288323599432078,16.869637299274615,Medium,2022,431506.81666666665,0.0,Low
2023-24,Maharashtra,Bhandara,633947.19,3380889,18.75,1032992.0,61.37,30.55,21.32335,79.75,26.73,High,1783.1,High,60.51,Medium,0.0,0.4835439985998285,0.7378401122019634,0.3927188226181255,0.5380343111399725,21.34029413053017,Medium,2023,442340.99,0.0,Low
2024-25,Maharashtra,Bhandara,712534.28,3800000,18.75,1161046.57,61.37,30.55,21.32335,79.75,27.08,High,1690.6,High,59.83,Low,0.0,0.6264328813793177,0.6859467040673211,0.3663826491092177,0.5595874115186188,21.46584948937315,Medium,2024,514713.0533333333,0.0,Low
2025-26,Maharashtra,Bhandara,722509.76,3853200,18.75,1177301.23,61.37,30.55,21.32335,79.75,26.28,High,1597.3,High,60.66,Medium,0.0,0.2998297207404843,0.6336044880785414,0.3985282726568551,0.4439874938252936,21.11970808851212,Medium,2025,602477.9966666667,0.0,Low
2012-13,Maharashtra,Nagpur,263914.37,2342833,11.26,683185.0,38.63,29.16,21.30239,79.32317,26.78,High,1564.6,High,55.78,Low,0.12048004387638676,0.5039566961397559,0.6152594670406731,0.20952749806351678,0.4429145537479819,13.848514518394337,Medium,2012,,,Unknown
2013-14,Maharashtra,Nagpur,257349.58,2626291,9.8,666191.0,38.63,25.37,21.30239,79.32317,26.18,Medium,1615.6,High,61.22,Medium,0.14235783633141957,0.2590043256606294,0.6438709677419354,0.4202168861347793,0.441030726512448,14.67077627153541,Medium,2013,,,Unknown
2014-15,Maharashtra,Nagpur,258912.94,2369481,10.93,670238.0,38.63,28.29,21.30239,79.32317,27.13,High,939.3,Low,55.01,Low,0.13714778915359663,0.6468455789192452,0.26446002805049085,0.17970565453137105,0.3636704205003691,14.689313254684118,Medium,2014,260631.97499999998,0.6595641229361726,Medium
2015-16,Maharashtra,Nagpur,239765.59,2166947,11.06,620672.0,38.63,28.64,21.30239,79.32317,27.21,High,1058.7,Low,58.1,Low,0.20095816989142257,0.6795058949831294,0.33144460028050493,0.29938032532920233,0.43677694019761226,17.416965904040683,Medium,2015,260058.96333333335,7.803373924598055,Medium
2016-17,Maharashtra,Nagpur,233441.09,2395134,9.75,604300.0,38.63,25.23,21.30239,79.32317,27.0,High,1561.7,High,56.05,Low,0.22203517286971358,0.593772565315435,0.613632538569425,0.21998450813323003,0.47579653733936333,18.627248365870628,Medium,2016,252009.37,7.368091115024811,Medium
2017-18,Maharashtra,Nagpur,282562.23,2589271,10.91,731458.0,38.63,28.25,21.30239,79.32317,27.32,High,902.2,Low,54.7,Low,0.05833426148113761,0.724413829570969,0.2436465638148668,0.16769945778466325,0.37858661705683305,10.643187196484927,Medium,2017,244039.87333333332,0.0,Low
2018-19,Maharashtra,Nagpur,295140.93,2917830,10.12,764020.0,38.63,26.18,21.30239,79.32317,26.69,High,1350.2,Medium,56.78,Low,0.016414537018645838,0.4672138405678871,0.49497896213183734,0.24825716498838124,0.4034833225627019,9.797305555170308,Low,2018,251922.96999999997,0.0,Low
2019-20,Maharashtra,Nagpur,262800.0,2874300,9.14,691250.0,38.02,24.05,21.30238571,79.32317143,26.97,High,1586.2,High,61.42,Medium,0.12419378880624968,0.5815249467914783,0.6273772791023844,0.4279628195197523,0.5456216818045383,13.824217063947327,Medium,2019,270381.4166666667,2.8039710569359344,Medium
2020-21,Maharashtra,Nagpur,231764.0,4748071,4.88,648595.0,35.73,13.66,21.30238571,79.32317143,26.71,High,1544.1,High,60.25,Low,0.22762423618299715,0.4753789195838578,0.603758765778401,0.3826491092176608,0.4872622648599732,18.466014367389725,Medium,2020,280167.72,17.276694117366546,Medium
2021-22,Maharashtra,Nagpur,282778.55,2692408,10.5,732018.0,38.63,27.19,21.30239,79.32317,26.2,Medium,1164.7,Medium,61.76,Medium,0.05761335432890991,0.2671694046766001,0.3909116409537167,0.44113090627420604,0.36640398396817425,10.31557988119023,Medium,2021,263234.9766666666,0.0,Low
2022-23,Maharashtra,Nagpur,290151.48,2826964,10.26,751104.0,38.63,26.57,21.30239,79.32317,26.88,High,1938.7,High,57.88,Low,0.03304235779657836,0.5447820912196094,0.8251332398316972,0.2908597986057322,0.5535917098856796,10.444678580818433,Medium,2022,259114.18333333335,0.0,Low
2023-24,Maharashtra,Nagpur,399044.81,3380889,11.8,1032992.0,38.63,30.55,21.30239,79.32317,26.65,High,1685.1,High,60.31,Medium,0.0,0.4508836825359443,0.6828611500701262,0.38497288923315276,0.5062392406130743,15.452680163255145,Medium,2023,268231.3433333333,0.0,Low
2024-25,Maharashtra,Nagpur,448512.29,3800000,11.8,1161046.57,38.63,30.55,21.30239,79.32317,27.07,High,1715.5,High,59.38,Low,0.0,0.6223503418713332,0.6999158485273492,0.3489542989930289,0.5570734964639038,16.25227555923606,Medium,2024,323991.61333333334,0.0,Low
2025-26,Maharashtra,Nagpur,454791.47,3853200,11.8,1177301.23,38.63,30.55,21.30239,79.32317,26.32,High,1545.6,High,59.71,Low,0.0,0.3161598787724257,0.6046002805049088,0.36173508907823404,0.42749841611852285,16.241124509325445,Medium,2025,379236.19333333336,0.0,Low
2012-13,Odisha,Keonjhar,452097.29,2342833,19.3,527966.0,85.63,22.54,22.07,85.406,24.72,Low,1319.4,Medium,63.4,Medium,0.22599605289616795,0.3370464425052441,0.47769985974754564,0.5046475600309838,0.43979795409459116,25.601239916446694,High,2012,,,Unknown
2013-14,Odisha,Keonjhar,568334.87,2626291,21.64,663710.0,85.63,25.27,22.07,85.406,23.9,Low,1608.5,High,69.25,High,0.02699387413549133,0.6718146821600497,0.6398877980364656,0.7312161115414408,0.6809728639126521,19.639892055052826,Medium,2013,,,Unknown
2014-15,Odisha,Keonjhar,279244.57,2369481,11.79,326106.0,85.63,13.76,22.07,85.406,24.51,Low,1630.0,High,65.51,High,0.5219250277140296,0.4227797721729371,0.6519495091164095,0.586367157242448,0.5536988128439315,25.500525014302195,High,2014,510216.07999999996,45.269351369717704,High
2015-16,Odisha,Keonjhar,334156.52,2166947,15.42,390233.0,85.63,18.01,22.07,85.406,24.85,Low,1744.4,High,68.41,High,0.42791414336838735,0.28397342890143246,0.7161290322580646,0.6986831913245546,0.5662618841613506,26.977695927929012,High,2015,433225.57666666666,22.867776512394737,Medium
2016-17,Odisha,Keonjhar,503090.81,2395134,21.0,587517.0,85.63,24.53,22.07,85.406,24.84,Low,1322.7,Medium,62.99,Medium,0.138693636735438,0.2880559684094185,0.4795511921458626,0.4887683965917895,0.41879185238235683,20.733718849608834,Medium,2016,393911.98666666663,0.0,Low
2017-18,Odisha,Keonjhar,442591.5,2589271,17.09,516865.0,85.63,19.96,22.07,85.406,24.45,Low,1389.9,Medium,63.82,Medium,0.242270246843095,0.4472750092208506,0.5172510518934083,0.5209140201394269,0.49514669375122855,25.93700181699105,High,2017,372163.96666666673,0.0,Low
2018-19,Odisha,Keonjhar,542080.72,2917830,18.58,633050.0,85.63,21.7,22.07,85.406,23.43,Low,1748.3,High,69.35,High,0.07194175632221289,0.8636940390353646,0.7183169705469846,0.7350890782339271,0.7723666959387588,19.191569691331203,Medium,2018,426612.94333333336,0.0,Low
2019-20,Odisha,Keonjhar,468120.0,2874300,16.29,539470.0,86.77,18.77,22.07,85.406,23.72,Low,2065.2,High,71.06,High,0.19856469894290701,0.7453003933037874,0.8961009817671808,0.8013168086754455,0.8142393945821379,23.186512968151202,Medium,2019,495921.01,5.605935106479963,Medium
2020-21,Odisha,Keonjhar,1778205.0,4748071,37.45,1948077.0,91.28,41.03,22.07,85.406,24.34,Low,1484.8,High,65.0,Medium,0.0,0.49218294380869015,0.5704908835904628,0.566615027110767,0.54309628483664,35.03218137577466,High,2020,484264.0733333334,0.0,Low
2021-22,Odisha,Keonjhar,438931.67,2692408,16.3,512591.0,85.63,19.04,22.07,85.406,23.38,Low,1757.8,High,71.28,High,0.24853598417084813,0.884106736575292,0.7236465638148668,0.8098373353989157,0.8058635452630248,25.070373382535298,High,2021,929468.5733333334,52.77606122540877,High
2022-23,Odisha,Keonjhar,551643.87,2826964,19.51,644218.0,85.63,22.79,22.07,85.406,24.16,Low,1311.9,Medium,64.98,Medium,0.05556936035685325,0.5656686549524278,0.4734922861150071,0.5658404337722698,0.5350004582799016,19.467462706445914,Medium,2022,895085.5566666666,38.36970489677622,High
2023-24,Odisha,Keonjhar,557327.99,3380889,16.48,650856.0,85.63,19.25,22.07,85.406,24.14,Low,1265.0,Medium,68.3,High,0.04583797860976993,0.5738337339683985,0.44718092566619916,0.6944229279628195,0.571812529199139,19.459367821170297,Medium,2023,922926.8466666667,39.61298319439936,High
2024-25,Odisha,Keonjhar,626417.01,3800000,16.48,731539.19,85.63,19.25,22.07,85.406,24.33,Low,1555.3,High,68.24,High,0.0,0.4962654833166762,0.6100420757363254,0.6920991479473275,0.5994689023334431,20.708945713043825,Medium,2024,515967.84333333344,0.0,Low
2025-26,Odisha,Keonjhar,635186.84,3853200,16.48,741780.74,85.63,19.25,22.07,85.406,23.28,Low,1368.3,Medium,69.45,High,0.0,0.9249321316551455,0.505133239831697,0.7389620449264138,0.7230091388044189,22.091377187547998,Medium,2025,578462.9566666668,0.0,Low
2012-13,Odisha,Rayagada,10348.13,2342833,0.44,527966.0,1.96,22.54,19.21667,83.21667,24.07,Low,1677.0,High,69.26,High,0.03334365998721442,0.6024115105242966,0.6783169705469845,0.7316034082106897,0.6707772964273236,3.529969148682872,Low,2012,,,Unknown
2013-14,Odisha,Rayagada,13008.72,2626291,0.5,663710.0,1.96,25.27,19.21667,83.21667,23.51,Low,2060.6,High,72.78,High,0.0,0.8310337229714804,0.8935203366058905,0.8679318357862124,0.8641619651211944,2.6705094819021302,Low,2013,,,Unknown
2014-15,Odisha,Rayagada,6391.68,2369481,0.27,326106.0,1.96,13.76,19.21667,83.21667,23.93,Low,1651.6,High,69.92,High,0.4029299984313183,0.659567063636093,0.6640673211781205,0.7571649883811001,0.6935997910651045,20.669395718906536,Medium,2014,11678.425,45.26933212312447,High
2015-16,Odisha,Rayagada,7648.57,2166947,0.35,390233.0,1.96,18.01,19.21667,83.21667,24.3,Low,1443.0,Medium,72.03,High,0.28551934672915863,0.5085131018406315,0.5470406732117812,0.8388845855925641,0.6314794535483256,17.553486540358605,Medium,2015,9916.176666666666,22.867751784710034,Medium
2016-17,Odisha,Rayagada,11515.33,2395134,0.48,587517.0,1.96,24.53,19.21667,83.21667,24.15,Low,1553.0,High,67.48,High,0.0,0.5697511944604139,0.6087517531556802,0.6626646010844309,0.6137225162335084,2.12126463327927,Low,2016,9016.323333333334,0.0,Low
2017-18,Odisha,Rayagada,10130.55,2589271,0.39,516865.0,1.96,19.96,19.21667,83.21667,24.16,Low,1510.6,High,64.37,Medium,0.053668596614410036,0.5656686549524278,0.5849649368863954,0.5422153369481025,0.5642829762623086,3.6011976027506942,Low,2017,8518.526666666667,0.0,Low
2018-19,Odisha,Rayagada,12407.78,2917830,0.43,633050.0,1.96,21.7,19.21667,83.21667,23.35,Low,1648.4,High,69.79,High,0.0,0.8963543550992473,0.6622720897615708,0.7521301316808678,0.770252192180562,2.3358148346250633,Low,2018,9764.816666666666,0.0,Low
2019-20,Odisha,Rayagada,8950.0,2874300,0.31,539470.0,1.66,18.77,19.21667,83.21667,23.9,Low,1310.7,Medium,71.15,High,0.16394805214909056,0.6718146821600497,0.4728190743338009,0.8048024786986835,0.6498120783975113,9.082145850210411,Low,2019,11351.220000000001,21.15384954216376,Medium
2020-21,Odisha,Rayagada,5163.0,4748071,0.11,1948077.0,0.27,41.03,19.21667,83.21667,23.96,Low,1385.2,Medium,66.36,High,0.5177054517593022,0.6473194451121361,0.5146143057503507,0.6192873741285826,0.5937403749970231,21.153871047154126,Medium,2020,10496.109999999999,50.81034783362598,High
2021-22,Odisha,Rayagada,10046.78,2692408,0.37,512591.0,1.96,19.04,19.21667,83.21667,23.38,Low,1477.8,High,70.55,High,0.0614938560190435,0.884106736575292,0.5665638148667601,0.7815646785437645,0.7440784099952723,3.954112846816457,Low,2021,8840.26,0.0,Low
2022-23,Odisha,Rayagada,12626.67,2826964,0.45,644218.0,1.96,22.79,19.21667,83.21667,23.92,Low,1395.4,Medium,65.8,High,0.0,0.6636496031440776,0.5203366058906032,0.5975987606506584,0.5938616565617797,1.4991579849389958,Low,2022,8053.259999999999,0.0,Low
2023-24,Odisha,Rayagada,12756.78,3380889,0.38,650856.0,1.96,19.25,19.21667,83.21667,24.39,Low,1475.9,Medium,67.2,High,0.0,0.4717702462687627,0.5654978962131838,0.6518202943454688,0.5630294789424718,1.8121525397484948,Low,2023,9278.816666666668,0.0,Low
2024-25,Odisha,Rayagada,14338.17,3800000,0.38,731539.19,1.96,19.25,19.21667,83.21667,24.27,Low,1710.3,High,69.5,High,0.0,0.5207607203645883,0.6969985974754559,0.7408985282726569,0.6528859487042337,2.3766576809997173,Low,2024,11810.076666666668,0.0,Low
2025-26,Odisha,Rayagada,14538.91,3853200,0.38,741780.74,1.96,19.25,19.21667,83.21667,23.22,Low,1471.9,Medium,69.53,High,0.0,0.949427368703059,0.5632538569424965,0.7420604182804029,0.7515805479753195,1.7451172381790996,Low,2025,13240.54,0.0,Low
2012-13,Odisha,Sundargarh,65520.58,2342833,2.8,527966.0,12.41,22.54,22.12333,84.02667,26.12,Medium,1668.5,High,61.0,Medium,0.15587955632057324,0.23450908861271735,0.6735483870967741,0.41169635941130917,0.4399179450402669,9.743559633286269,Low,2012,,,Unknown
